page_index,precision,recall,f1,predicted
0,0.4,0.18181818181818182,0.25000000000000006,"pada,vast,maku,muka,maailm"
1,0.5714285714285714,0.4444444444444444,0.5,"pada,maku,muka,maailm,kotijäätelö,nute,vast"
2,0.6,0.42857142857142855,0.5,"pada,maku,muka,maailm,ruoka"
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,"seura,juhl,voileipäkaku,maailm,maku,ruoka"
4,0.5,0.5,0.5,"seura,maailm,maku,piz,an,ruoka,juhl,menu"
5,0.4,0.4,0.4000000000000001,"menu,seura,maailm,riisipalo,juhl,an,maku,ruoka,japanilain,paahtofil"
6,0.375,0.5,0.42857142857142855,"seura,ruoka,maailm,juoma,an,maku,cava,test"
7,0.2,0.18181818181818182,0.1904761904761905,"maku,väri,tuoksu,freixen,brut,gran,seura,elys,cordo,maailm"
8,0.2222222222222222,0.3333333333333333,0.26666666666666666,"maku,tuoksu,väri,belvoir,seura,juoma,maailm,ruoka,test"
9,0.42857142857142855,0.42857142857142855,0.42857142857142855,"seura,maailm,leipä,an,maku,ruoka,italialain"
10,0.4,0.18181818181818182,0.25000000000000006,"pada,vast,maku,muka,maailm"
11,0.5,0.2857142857142857,0.36363636363636365,"pada,maku,maailm,muka"
12,0.6666666666666666,0.36363636363636365,0.4705882352941177,"pada,maku,muka,maailm,ruoka,broiler"
13,0.4,0.2222222222222222,0.2857142857142857,"pada,vast,maku,muka,maailm"
14,0.5,0.2857142857142857,0.36363636363636365,"pada,maku,muka,maailm"
15,0.5,0.2857142857142857,0.36363636363636365,"pada,maku,muka,maailm"
16,0.5,0.3,0.37499999999999994,"pada,vast,maku,muka,maailm,kotijäätelö"
17,0.6,0.42857142857142855,0.5,"pada,maku,muka,maailm,broiler"
18,0.5,0.2857142857142857,0.36363636363636365,"pada,maku,muka,maailm"
19,0.6,0.5,0.5454545454545454,"pada,maku,muka,maailm,broiler"
20,0.5,0.2,0.28571428571428575,"pada,maku,muka,maailm"
21,0.5714285714285714,0.4444444444444444,0.5,"pada,maku,muka,maailm,kotijäätelö,nute,vast"
22,0.5,0.2,0.28571428571428575,"pada,maku,muka,maailm"
23,0.6,0.375,0.4615384615384615,"pada,maku,muka,maailm,ruoka"
24,0.6,0.3,0.4,"pada,maku,muka,maailm,ruoka"
25,0.6666666666666666,0.6666666666666666,0.6666666666666666,"pada,maku,muka,maailm,kotijäätelö,nute"
26,0.5,0.25,0.3333333333333333,"pada,maku,muka,maailm"
27,0.5,0.3333333333333333,0.4,"pada,maku,muka,maailm,ruoka,helpo"
28,0.6,0.42857142857142855,0.5,"pada,maku,muka,maailm,ruoka"
29,0.5,0.2857142857142857,0.36363636363636365,"pada,maku,muka,maailm"
30,0.4,0.14285714285714285,0.21052631578947364,"sekavihannes,pada,maku,muka,maailm"
31,0.5,0.3333333333333333,0.4,"pada,maku,muka,maailm"
32,0.6,0.42857142857142855,0.5,"pada,maku,muka,maailm,kotijäätelö"
33,0.5,0.5,0.5,"pada,maku,muka,maailm,kotijäätelö,siirap"
34,0.0,0.0,0.0,"maailm,maku,vast,kasvispae"
35,0.0,0.0,0.0,"maailm,maku,kasvispae"
36,0.6666666666666666,0.4444444444444444,0.5333333333333333,"seura,maailm,maku,ruoka,an,resept"
37,0.16666666666666666,0.14285714285714285,0.15384615384615383,"seura,maailm,an,maku,ruoka,resept"
38,0.2,0.25,0.22222222222222224,"piz,bangkok,expres,seura,maailm,an,maku,ruoka,resept,aas"
39,0.42857142857142855,0.5,0.4615384615384615,"seura,ruoka,maailm,an,maku,liharuoa,resept"
40,0.0,0.0,0.0,"seura,maailm,maku,ruoka,kala,resept"
41,0.375,0.375,0.375,"seura,ruoka,maailm,an,maku,lammas,resept,välimer"
42,0.25,0.3333333333333333,0.28571428571428575,"seura,maailm,an,maku,ruoka,leivä,ital,resept"
43,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,maailm,an,maku,ruoka,leivä,resept"
44,0.25,0.5,0.3333333333333333,"seura,piirak,maailm,maku,ruoka,joulu,gluteenito,resept"
45,0.25,0.25,0.25,"seura,maailm,maku,ruoka,piirak,leivon,resept,vast"
46,0.5,0.4444444444444444,0.47058823529411764,"seura,maailm,lammas,maku,ruoka,grilliruoa,grillaus,resept"
47,0.5555555555555556,0.7142857142857143,0.6250000000000001,"seura,maailm,maku,ruoka,grilliruoa,grillaus,pars,bataat,resept"
48,0.1111111111111111,0.16666666666666666,0.13333333333333333,"lisä,herku,seura,maailm,an,maku,ruoka,resept,aas"
49,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,joulu,maailm,maku,ruoka,resept,suomi"
50,0.0,0.0,0.0,"seura,maailm,maku,ruoka,resept"
51,0.6666666666666666,0.6666666666666666,0.6666666666666666,"seura,maailm,maku,ruoka,an,kiinalain,peru,resept,aas"
52,0.16666666666666666,0.14285714285714285,0.15384615384615383,"seura,maailm,an,maku,ruoka,resept"
53,0.25,0.3333333333333333,0.28571428571428575,"seura,maailm,an,maku,ruoka,salaat,resept,välimer"
54,0.25,0.3333333333333333,0.28571428571428575,"seura,maailm,maku,ruoka,siika,tillipesto,pesto,resept"
55,0.42857142857142855,0.5,0.4615384615384615,"seura,piirak,maailm,maku,ruoka,suolais,resept"
56,0.2857142857142857,0.25,0.26666666666666666,"seura,maailm,maku,ruoka,leivon,kaksplus,resept"
