page_index,precision,recall,f1,predicted
0,0.14285714285714285,0.25,0.18181818181818182,"joulu,juhl,käsityö,pioni,pion,resept,puutarh"
1,0.14285714285714285,0.2,0.16666666666666666,"keks,ruoka,joulu,käsityö,resept,ruokal,juhl"
2,0.42857142857142855,0.5,0.4615384615384615,"ruoka,ruoat,vara,juhl,häät,ruokailij,koht"
3,0.42857142857142855,0.375,0.39999999999999997,"häät,juhl,myös,kannat,kaku,ruoka,käsityö"
4,0.14285714285714285,0.16666666666666666,0.15384615384615383,"häät,juhl,käsityö,sävy,käyti,kasvo,silm"
5,0.2857142857142857,0.3333333333333333,0.30769230769230765,"joulu,juhl,värej,värj,marsipaan,käsityö,resept"
6,0.14285714285714285,0.2,0.16666666666666666,"maku,kaku,ruoka,suklaakaku,käsityö,resept,ruokal"
7,0.14285714285714285,0.16666666666666666,0.15384615384615383,"joulu,juhl,käsityö,resept,myös,ruoka,kotilie"
8,0.2857142857142857,0.3333333333333333,0.30769230769230765,"tarj,häät,juhl,maku,käsityö,myös,helpost"
9,0.14285714285714285,0.14285714285714285,0.14285714285714285,"tryffel,ruoka,käsityö,resept,ruokal,juhl,joulu"
10,0.0,0.0,0.0,"taikin,ruoka,käsityö,resept,ruokal,juhl,viiko"
11,0.14285714285714285,0.14285714285714285,0.14285714285714285,"ruoka,joulu,käsityö,resept,ruokal,juhl,täyt"
12,0.0,0.0,0.0,"joulu,juhl,käsityö,jalopion,resept,puutarh,kotilie"
13,0.42857142857142855,0.2,0.27272727272727276,"viini,häät,myös,juhl,käsityö,alko,samppanj"
14,0.14285714285714285,0.1,0.11764705882352941,"jewel,hieno,häät,juhl,käsityö,myös,koru"
15,0.42857142857142855,0.75,0.5454545454545454,"kuva,kakkuhelm,häät,kaku,hääkaku,juhl,käsityö"
16,0.14285714285714285,0.16666666666666666,0.15384615384615383,"vaatehuon,es,joulu,käsityö,koti,resept,ruokal"
17,0.2857142857142857,0.3333333333333333,0.30769230769230765,"kuva,tjäreborg,häät,häämatk,myös,juhl,käsityö"
